 00017.0626,   48.462445,008.961806, 091.4009556,   00000014.042
     00057.0706,     0092.9954941,86.5432702,000084.1919, 00000020.923
0042.64406,    12.4561308, 0091.136,      0099.8394,   84.12744435
 0000089.1606,  00000024.934,      47.71716551,  24.74831253, 09.96826
     00013.06889,   67.55661, 00072.86746,     0001.780462,     00091.97132
  44.61116511,  32.83659068,000068.8911,    40.87691256,    10.5564856
      21.64752,      06.2591638,73.26661,     061.2296,    00042.596069
   096.556246,    085.79591034,012.4363771,     00033.27453,     65.21765738
     0029.2665,     033.869857,   000030.5909, 0012.101,  000014.4263
   002.05485,    000.99563,     0.74728044,     63.5894287, 054.5349468
   030.3357,   0084.6933,    0021.3032,      0018.3676893,    000041.3073
   000070.8212,   82.7175184,0006.5168709,    0068.551,000038.804
     009.5674,     0077.38685,   000047.9426,  00096.8692,    00.517482
  0000078.332,00037.162,  000099.8251,   000.09829154, 0058.4154
   000059.3345, 40.1310279,   0000047.894,     00037.5126, 000052.128
   0073.7481023,      77.73102451,00000087.996,00099.0279,  00083.048015
    97.45443896,   00076.0933,  0002.97202,  081.6304254,      13.4641197
     87.49834157, 00091.26054,    55.43587,   7.074371608,0080.219011
62.3094431, 60.30881172,   73.46891591,   24.0140951,   054.41147
     88.06214,     81.23851268,   0057.9773,   85.46821813,    06.426961538
     00078.414767, 00079.61253,  000043.895, 000056.341,092.2401
  1.25600265,      08.818413,    38.043805, 004.827996,     0024.6736
     000075.77233,   00000013.165, 009.9002904,  015.6729,04.7733507
    0000061.772,      016.3615021,056.485113,04.14127226,  0045.936
     0.9170185874,      86.461321,0035.6311,   00000040.03,36.5286855
      40.672699,     00015.451,0098.7298, 062.32124645,    00094.968339
   000018.8023,    0000008.2776,   21.41774963, 00084.591502,    97.865838
 0000030.905,      059.1649,   057.1659,00057.33339,    0025.0462999
 073.1452561, 000080.219,     0084.8947,  0001.369784,   0029.421
 29.136206,50.29878,    000033.69775,  60.299517,    42.885674
 00034.4806,      0000002.6258,   12.02532787, 000058.8348,      0000097.3705
000072.37237,014.2507,    98.86677387, 70.99192772, 000066.7303
   0000069.581, 0097.81328,00014.6795, 000092.9639,  007.45562
0011.4170652,     037.9138,   00000066.649,      13.22019671,      014.12140649
 058.720907,    0071.05509, 0000040.093,  00035.1634, 00073.009
   99.712545,      32.90804096,   00000026.125,     00076.653,     00034.63216
    44.7737886,  040.2930762,   40.932513,  000009.71261,      42.0720734
     000007.79603,   0033.3096291,   00000077.549,   91.75112325,      0038.7932
   0088.2979,     0026.073532,     14.2617608,      00047.9361,  47.79667958
      00000049.245,     69.87166991,   0063.4803648,     014.99074744,00000080.178
     000068.3305,   11.01642547,   0044.099,     00085.169239,0057.07245
  61.81132805, 73.460461,    89.8805461,69.1920429,055.503375
00030.866342,     034.6537,  0.711612,     9.79017043, 54.83777104
     0000073.605,  0000018.6289,    0064.7823,     0020.06926,      66.42878938
  0059.701208,  00000010.098,     0.5393934588,   56.25024815,   0069.597667
  0029.949,      019.9409,0012.3947271,  00080.609613,   0084.233668
000067.685,   00013.513,     026.26019634,    47.55944212,      65.99776523
 00000052.32, 07.77767,0000081.253,  00093.7379,  010.0973
