    036.93876 000077.85263  0016.6472    0000043.9598       0055.58968
    56.4018158    000037.25698       74.456923       0000084.706     000009.50606
    076.26942979     0043.0977 0094.4231       002.72604     0059.857803
89.05852678     000050.64654   0005.802633 0000086.071     012.5012
3.259276027      35.201317    000099.612     0054.97531    081.57501
    0028.6766    028.5365      18.07217     0054.87879  32.59536217
      00037.959825       0010.721433   5.94216858 0005.754727     60.14812
000018.21032      89.975914   044.9957 0012.862 051.21112
     000074.056   047.63665  20.105877     0039.168   00037.522934
      0032.66775      042.802119  99.13595   0065.7970748      74.1004832
   0000023.0496   000077.115   5.655742898       0000078.4248      000093.194
 93.8762991  0091.329  65.3049733 28.5069262     42.51451269
  65.76962266 040.52660325       093.79901181      000091.68889 00076.764
  66.881114    011.758323  0089.739  00036.0424   063.261131
  42.64721677      022.90559811     0000017.213  000068.92867    55.68105
  009.8418       08.50325401    00000031.53   00028.951178  95.184075
     04.93208087    000041.86146     00052.9205     6.79737066     00076.47335
    00086.3452     29.206716     00087.079    54.66051991     000087.858
50.0802652  0051.7553       84.827384   53.4536539  68.1517799
      00000075.031    0067.0510974       000062.78771  25.6025908   000077.096
    94.82194485       0087.80047      000024.8252    57.51026039  001.8320269
059.5015       079.070928      0087.6166062     02.497666  85.0610192
     0000048.75       000067.5194 53.25417922   58.2549194      0035.995582
   00000067.554     81.03982141   55.31344215      00000064.261   0000088.3911
  087.53150564     34.29741604     0035.209589   0053.17122      0017.7427
     000030.6781  63.1884886       0091.053427    90.5005396      9.392574898
  40.750302    56.83588528   000003.83926 0077.905       48.94203
   088.06364    095.2058574       97.11698818       00063.1544    007.73024795
 000019.141    0066.6064195 00000092.875      98.08112828      007.928539
 0000076.627       01.489494       0088.0993   003.768287   000018.455
 88.4779852       22.97971484     74.70844      0085.551   45.251222
  000085.6494     96.9119175       48.6377216   068.29716919    0009.49367
  62.40279471       89.2898313     0047.9089     0082.43447      52.73678698
   66.091172       00078.375     081.0295   000.92511    039.30021
   58.4400897    98.99305993 000088.534  0059.023882      00019.464551
    000070.161 000029.417  18.64305628       064.189479  00049.20868
0009.1919081     000077.652      0000014.6212     0016.6065       002.1195
   4.120052662   40.66912897     00008.94105   49.4498374    0000011.3693
 57.33412385     0000044.7561     94.73636  0005.1538408 0062.95071
      0000002.6056 00079.31627      86.85654   18.181374     024.9962
      0020.146       50.6788303   0027.13334   00000029.241      10.8143313
 00000014.357    00053.4654 00040.88535       00086.11468       00063.368006
      0092.372   0096.2047       053.2009419       00034.9414 4.69251826
  0000021.31     003.93915    014.9017     17.4434219      0000014.6074
  033.6994388    025.7498  10.63314105     0004.429       00000034.454
      059.2945 63.79853939     99.348073     000063.0398  38.7047592
00020.0122 084.8398206     02.2548451  00015.082995      0021.525424
   00085.594843   66.557153 061.1276907       0000047.1052      0043.914183
   18.5285246      000093.05427       37.0856536     0089.776       83.413995
 003.30750951   0005.8014366    00001.8451    000041.1237      45.12061821
      000053.13329      00093.309       35.9767457   00098.41       024.186826
00053.29219 01.0354587    081.2990961       000070.722   00031.7161
0074.1642  00061.28 0000029.1832 13.908547      00000086.357
     00077.5894 0036.89697     95.17188285  77.992569 0071.0447
  00080.304       066.0771    0015.036    0003.80237    045.251076
  68.552307       072.2266       99.96007349  0064.25086 0000003.3036
      000057.103   7.23750942      4.63859606      31.971714 00015.455
    86.020207    39.3254342  0028.195    27.85999304    40.45315028
   000077.6356   45.0281147       084.09057013  15.417758     019.229426
      039.93627       043.77087      22.0006966     079.11471766 53.61131744
     00000072.814    00027.66393      0000094.401      0000063.032 0066.374
      78.77164885 090.5278941  033.30531  28.4612962     000095.185
     003.8528199 8.805035834  092.0981      00033.48 15.77180872
    00050.996986  15.12982  22.40966402      0.35059233  65.36394626
      65.71367848       00031.27396     0008.39512    0.789693   00017.239
   0011.4491       42.23732      5.260091874     000.7838604   019.5494361
      00022.006  000099.2456   056.1724633 96.8348401 8.479258452
      027.4384145    0000063.08      0000095.813  0070.2487 009.2583
 28.197022    000099.20375  00000068.969   00000005.285       81.08856
   0042.0315569     38.519864  88.40669816      00062.493      00005.4758
      25.49474206   0031.865 14.51729732     64.12277578      0066.413738
     83.821183     0058.88098  96.0037506  39.12721     000010.0302
    00000040.267   08.97914    0000023.299   000011.06033   0069.8256
  0000016.4566     43.1352806       0019.2992    0000029.381       000013.632
     35.88344093     45.23267938   49.61491993     3.614342666     43.8667872
   000023.69579   0048.782665  000.1738628    0079.24561    02.306164748
  000071.2259       073.59285   000026.86923       00078.427618       58.33475
  00019.39427   0007.02826   047.34813      80.88583    00000095.668
   026.4269435     0034.5750692  007.49697    38.25199235  47.4945071
 052.05496 0000087.0086     000026.7713 0014.39915    0015.6180897
     0000037.552  000046.16953       00044.41255       00000042.107       0037.2090318
    00053.76017    00070.045  71.415837    53.82419   70.9382891
     00088.942697   0071.317  00077.54 0021.223      057.6571007
0030.296097     47.3035614    59.319111       76.712044      037.69258
62.92086465  00010.159  05.998878      077.64633504      00079.9188
     34.99286157      00086.48635    23.56603  058.8975     000017.342
      000063.8827     81.59475549  0000049.562      0012.545469 06.05072628
   025.919515 00071.0496  0000089.518      0087.279 03.5392457
  09.85472448  077.5331    0000056.1339    35.72346229 00088.09664
   12.99571708 00079.426       000090.936    000042.197 0098.8796
 11.24935       68.79002546     079.616981    73.804654      028.1424
     00059.8314  12.82958078     29.73414707      00037.40881    000045.57303
   081.388361  19.4881786       035.91018      0000099.641     65.743629
  0064.0133  00087.222146       0000087.8131     000023.20687    0025.991666
    23.9524183 95.1915706 0000074.763   65.22225331      033.91212
     14.38501324  38.07820943      37.2892713       91.4642728      0041.66882
 57.85758    014.517027     25.783052   65.80794086   0077.851758
00000041.908    94.03612   00062.12146     10.0582062      000024.651
   42.6825354     56.909595  00077.92755       078.62564996      00033.489075
