    000026.5156,      00012.763,0000080.3523,    92.0133894,0008.89083
    54.44146772,00075.900459,    035.075214,   00000041.41,  000012.139
 052.69767407,   49.25198954,    00058.581,  0050.036223,  84.99895394
   0003.67491,0027.09337, 099.0995, 0051.05851,  86.55666083
     41.209655, 0026.5119,  043.06591,   28.95435264, 00060.238
70.01081716,      61.021685, 013.0691,   98.5688221,     0040.82948
  7.440833874,81.9063796,    000067.11657,   070.38638,   0082.2385
0000077.32,   0068.395,2.21693597,000020.21862, 85.4278958
   00018.4802, 00091.708586, 00050.944,  51.92769452,  000018.9613
0000098.747,    00053.74173,  64.979662,    0081.87577, 0000091.715
     0036.578,48.30222266,   0000021.896,  00063.5868,  0010.685
 18.3514517,      0074.543785,  094.348319,    00079.405277,     0000031.8008
  38.7430587,    25.724839, 010.9162618, 000049.5763,000000065.22
   00072.432,  0068.87293, 41.17965,      0039.149387,     00057.6685
    92.3974592,      14.883979,     78.55891066,     0062.273,8.092002413
  0000097.687,     55.73028263, 00072.1644,0002.3833208,   00059.718
00052.5678,   00092.6134,   38.80742,  65.45839302,49.5635008
    80.788756,051.41497913,    0024.342,      036.27989446,95.7357028
      28.27075426,000010.978, 21.94771525,6.8719435,      00039.382775
   7.6443802, 83.182079,    00012.9101, 69.17877,     0058.483703
  0031.614,98.2975317,066.96289,    000095.5181,     18.7731631
   12.25356646,      00006.9897,     000013.4531,    000080.33379,032.46221
     8.825752479,17.956889,  019.951302,      00047.367899,    053.1303
   0002.258376, 077.7312,    000036.52818,    73.59222715,36.07936175
      0002.65881,      000070.872,  53.3973984,    00000016.521,    000016.5235
    26.65226,      065.4387,      29.55404076, 000074.66297,      0081.137
  0014.0951261, 0080.282,      6.515835,   00012.489409,  00079.800362
      67.55118804,  096.69367,   020.68441, 60.47038549,014.6935
      82.7737128, 080.2374,      00033.317588,     97.523465,   0000017.4055
    44.7286667,    094.113531,   000068.3526,    82.0671744,    0038.31324
      0000016.026,     000042.58033,  00000093.167,     42.167498,      0000044.633
  78.3035705,  00022.61433,    000048.41986,     000023.981,  92.9483915
28.02854024,  00000083.822,  010.509124,  017.44025,    00033.425785
 0000021.693,      039.3584985,   000007.96802,33.59774,0064.1449
   00010.006,      00000025.429,     27.9004242,00012.05313,      000053.07
      049.47791,1.4586329,18.5005462,    48.8146674,      0000096.338
      00018.730267,      0000058.7508,00057.80858,     27.340359,     00022.452
054.1570973,      55.532555,050.47106,  4.840516036,      0014.388
